ablation_id,case_id,center,modality_group,t2_present,metric_name,class_id,srr_dice,nnunet_dice,dice_delta,srr_hd95,nnunet_hd95,hd95_delta,srr_component_count,nnunet_component_count,component_count_delta,srr_remote_fp_count,nnunet_remote_fp_count,remote_fp_delta,nnunet_source_path
m3_trained,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.1059421907951867,0.4530451866404715,-0.3471029958452848,188.94197319740192,9.222044972510458,179.71992822489148,370.0,4.0,366.0,347.0,0.0,347.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
m3_trained,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.24896638504404098,0.6247040252565115,-0.37573764021247047,220.05934147829512,24.000003814697266,196.05933766359786,71.0,1.0,70.0,66.0,0.0,66.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
m3_trained,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.13189899895413118,0.45068083693125205,-0.3187818379771209,166.45604425651095,22.41202445117764,144.0440198053333,338.0,18.0,320.0,305.0,0.0,305.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
m3_trained,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.3632688927943761,0.8267066766691673,-0.46343778387479123,223.1698119353741,2.916266679763794,220.2535452556103,81.0,2.0,79.0,79.0,1.0,78.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
m3_trained,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.010918720717050317,0.16291793313069908,-0.15199921241364875,183.79830631212383,41.324851944191856,142.47345436793196,237.0,13.0,224.0,220.0,1.0,219.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
m3_trained,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.6481601032924468,0.6612691466083152,-0.013109043315868374,6.0061558962192505,4.124789669313123,1.8813662269061275,19.0,2.0,17.0,18.0,1.0,17.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
m3_trained,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.07255614973262033,0.16778761061946904,-0.09523146088684871,168.18882058587258,28.21288893486063,139.97593165101193,186.0,12.0,174.0,155.0,0.0,155.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
m3_trained,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.7425705329153605,0.75830144426614,-0.01573091135077953,8.937120976447407,8.297908510253126,0.6392124661942802,9.0,1.0,8.0,5.0,0.0,5.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
m3_trained,Case5005,CenterE,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
m3_trained,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.535183349851338,0.5725747629467542,-0.03739141309541627,35.938964813897066,11.148974014770653,24.789990799126414,25.0,1.0,24.0,15.0,0.0,15.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
m3_trained,Case7005,CenterG,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
m3_trained,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.0,0.0,0.0,,,,18.0,7.0,11.0,18.0,7.0,11.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
m3_trained,Case8011,CenterH,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
m3_trained,Case8011,CenterH,LGE-only,False,myops_scar,5,0.18717504332755633,0.22406639004149378,-0.036891346713937456,103.14900436830973,31.32764229603699,71.82136207227273,16.0,3.0,13.0,7.0,0.0,7.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
closed_gate_identity,Case1029,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
closed_gate_identity,Case1029,CenterA,LGE-only,False,myops_scar,5,0.16436865021770683,0.16436865021770683,0.0,51.395270620488255,51.395270620488255,0.0,12.0,12.0,0.0,4.0,4.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
closed_gate_identity,Case1045,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
closed_gate_identity,Case1045,CenterA,LGE-only,False,myops_scar,5,0.09968847352024922,0.09968847352024922,0.0,58.23937490442107,58.23937490442107,0.0,7.0,7.0,0.0,2.0,2.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
closed_gate_identity,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.5376005596362364,0.5376005596362364,0.0,17.453201935819685,17.453201935819685,0.0,5.0,5.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
closed_gate_identity,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.5602700096432015,0.5602700096432015,0.0,21.415372143918024,21.415372143918024,0.0,5.0,5.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
closed_gate_identity,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.3485546711353163,0.3485546711353163,0.0,33.237885822186755,33.237885822186755,0.0,5.0,5.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
closed_gate_identity,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.7531584062196307,0.7531584062196307,0.0,6.640625,6.640625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
closed_gate_identity,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.29880478087649404,0.29880478087649404,0.0,25.052956799932126,25.052956799932126,0.0,16.0,16.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
closed_gate_identity,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.8013937282229965,0.8013937282229965,0.0,5.008673145796307,5.008673145796307,0.0,2.0,2.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
closed_gate_identity,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.4530451866404715,0.4530451866404715,0.0,9.222044972510458,9.222044972510458,0.0,4.0,4.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
closed_gate_identity,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.6247040252565115,0.6247040252565115,0.0,24.000003814697266,24.000003814697266,0.0,1.0,1.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
closed_gate_identity,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.45068083693125205,0.45068083693125205,0.0,22.41202445117764,22.41202445117764,0.0,18.0,18.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
closed_gate_identity,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.8267066766691673,0.8267066766691673,0.0,2.916266679763794,2.916266679763794,0.0,2.0,2.0,0.0,1.0,1.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
closed_gate_identity,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.16291793313069908,0.16291793313069908,0.0,41.324851944191856,41.324851944191856,0.0,13.0,13.0,0.0,1.0,1.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
closed_gate_identity,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.6612691466083152,0.6612691466083152,0.0,4.124789669313123,4.124789669313123,0.0,2.0,2.0,0.0,1.0,1.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
closed_gate_identity,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.16778761061946904,0.16778761061946904,0.0,28.21288893486063,28.21288893486063,0.0,12.0,12.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
closed_gate_identity,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.75830144426614,0.75830144426614,0.0,8.297908510253126,8.297908510253126,0.0,1.0,1.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
closed_gate_identity,Case5005,CenterE,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
closed_gate_identity,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.5725747629467542,0.5725747629467542,0.0,11.148974014770653,11.148974014770653,0.0,1.0,1.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
closed_gate_identity,Case7005,CenterG,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
closed_gate_identity,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.0,0.0,0.0,,,,7.0,7.0,0.0,7.0,7.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
closed_gate_identity,Case8011,CenterH,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
closed_gate_identity,Case8011,CenterH,LGE-only,False,myops_scar,5,0.22406639004149378,0.22406639004149378,0.0,31.32764229603699,31.32764229603699,0.0,3.0,3.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
residual_zero_gate_measured,Case1029,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
residual_zero_gate_measured,Case1029,CenterA,LGE-only,False,myops_scar,5,0.16436865021770683,0.16436865021770683,0.0,51.395270620488255,51.395270620488255,0.0,12.0,12.0,0.0,4.0,4.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
residual_zero_gate_measured,Case1045,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
residual_zero_gate_measured,Case1045,CenterA,LGE-only,False,myops_scar,5,0.09968847352024922,0.09968847352024922,0.0,58.23937490442107,58.23937490442107,0.0,7.0,7.0,0.0,2.0,2.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
residual_zero_gate_measured,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.5376005596362364,0.5376005596362364,0.0,17.453201935819685,17.453201935819685,0.0,5.0,5.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
residual_zero_gate_measured,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.5602700096432015,0.5602700096432015,0.0,21.415372143918024,21.415372143918024,0.0,5.0,5.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
residual_zero_gate_measured,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.3485546711353163,0.3485546711353163,0.0,33.237885822186755,33.237885822186755,0.0,5.0,5.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
residual_zero_gate_measured,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.7531584062196307,0.7531584062196307,0.0,6.640625,6.640625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
residual_zero_gate_measured,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.29880478087649404,0.29880478087649404,0.0,25.052956799932126,25.052956799932126,0.0,16.0,16.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
residual_zero_gate_measured,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.8013937282229965,0.8013937282229965,0.0,5.008673145796307,5.008673145796307,0.0,2.0,2.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
residual_zero_gate_measured,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.4530451866404715,0.4530451866404715,0.0,9.222044972510458,9.222044972510458,0.0,4.0,4.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
residual_zero_gate_measured,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.6247040252565115,0.6247040252565115,0.0,24.000003814697266,24.000003814697266,0.0,1.0,1.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
residual_zero_gate_measured,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.45068083693125205,0.45068083693125205,0.0,22.41202445117764,22.41202445117764,0.0,18.0,18.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
residual_zero_gate_measured,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.8267066766691673,0.8267066766691673,0.0,2.916266679763794,2.916266679763794,0.0,2.0,2.0,0.0,1.0,1.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
residual_zero_gate_measured,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.16291793313069908,0.16291793313069908,0.0,41.324851944191856,41.324851944191856,0.0,13.0,13.0,0.0,1.0,1.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
residual_zero_gate_measured,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.6612691466083152,0.6612691466083152,0.0,4.124789669313123,4.124789669313123,0.0,2.0,2.0,0.0,1.0,1.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
residual_zero_gate_measured,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.16778761061946904,0.16778761061946904,0.0,28.21288893486063,28.21288893486063,0.0,12.0,12.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
residual_zero_gate_measured,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.75830144426614,0.75830144426614,0.0,8.297908510253126,8.297908510253126,0.0,1.0,1.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
residual_zero_gate_measured,Case5005,CenterE,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
residual_zero_gate_measured,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.5725747629467542,0.5725747629467542,0.0,11.148974014770653,11.148974014770653,0.0,1.0,1.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
residual_zero_gate_measured,Case7005,CenterG,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
