case_id,center,class_id,component_count,dice,empty_prediction,gt_voxels,hd95,metric_name,pred_voxels,variant,volume_ratio
Case1008,center_alpha,1,1,0.6465730366629846,False,7602,5.842574238777161,class_1_myocardium,11409,cine_motion_descriptor_temporal_refiner,1.500789265982636
Case1008,center_alpha,2,1,0.9277258878177913,False,10446,2.6128786322989637,class_2_lv,9575,cine_motion_descriptor_temporal_refiner,0.9166188014551024
Case1008,center_alpha,3,0,0.0,True,3530,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1010,center_alpha,1,4,0.7602344755278082,False,9658,2.6128786322989637,class_1_myocardium,11325,cine_reference_control_recheck,1.17260302340029
Case1010,center_alpha,2,1,0.937396533666678,False,15374,2.6128786322989637,class_2_lv,14225,cine_reference_control_recheck,0.9252634317679199
Case1010,center_alpha,3,0,0.0,True,1419,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1010,center_alpha,1,5,0.7476188241918078,False,9658,3.5055445432662964,class_1_myocardium,11655,cine_deformable_or_feature_warp,1.2067715883205632
Case1010,center_alpha,2,1,0.9347990155865463,False,15374,3.3050590910601287,class_2_lv,15101,cine_deformable_or_feature_warp,0.9822427474957721
Case1010,center_alpha,3,0,0.0,True,1419,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1010,center_alpha,1,4,0.7602344755278082,False,9658,2.6128786322989637,class_1_myocardium,11325,cine_motion_descriptor_temporal_refiner,1.17260302340029
Case1010,center_alpha,2,1,0.937396533666678,False,15374,2.6128786322989637,class_2_lv,14225,cine_motion_descriptor_temporal_refiner,0.9252634317679199
Case1010,center_alpha,3,0,0.0,True,1419,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1011,center_alpha,1,1,0.8579269579902892,False,14163,2.6128786322989637,class_1_myocardium,14259,cine_reference_control_recheck,1.0067782249523407
Case1011,center_alpha,2,1,0.9571359144662239,False,15309,1.6525295455300644,class_2_lv,15556,cine_reference_control_recheck,1.0161343000849175
Case1011,center_alpha,3,0,0.0,True,537,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1011,center_alpha,1,1,0.853515893766341,False,14163,3.3050590910601287,class_1_myocardium,14905,cine_deformable_or_feature_warp,1.0523900303607994
Case1011,center_alpha,2,1,0.9565357893036032,False,15309,2.3370296955108643,class_2_lv,15636,cine_deformable_or_feature_warp,1.0213599843229473
Case1011,center_alpha,3,0,0.0,True,537,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1011,center_alpha,1,1,0.8579269579902892,False,14163,2.6128786322989637,class_1_myocardium,14259,cine_motion_descriptor_temporal_refiner,1.0067782249523407
Case1011,center_alpha,2,1,0.9571359144662239,False,15309,1.6525295455300644,class_2_lv,15556,cine_motion_descriptor_temporal_refiner,1.0161343000849175
Case1011,center_alpha,3,0,0.0,True,537,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1012,center_alpha,1,1,0.7119087235559781,False,7460,4.6740593910217285,class_1_myocardium,9368,cine_reference_control_recheck,1.255764075067024
Case1012,center_alpha,2,1,0.8489952718676123,False,9889,6.0,class_2_lv,10415,cine_reference_control_recheck,1.0531904135908585
Case1012,center_alpha,3,0,0.0,True,806,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1012,center_alpha,1,1,0.6862711378618516,False,7460,5.842574238777161,class_1_myocardium,9985,cine_deformable_or_feature_warp,1.3384718498659518
Case1012,center_alpha,2,1,0.855242677232206,False,9889,6.0,class_2_lv,11312,cine_deformable_or_feature_warp,1.143897259581353
Case1012,center_alpha,3,0,0.0,True,806,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1012,center_alpha,1,1,0.7119087235559781,False,7460,4.6740593910217285,class_1_myocardium,9368,cine_motion_descriptor_temporal_refiner,1.255764075067024
Case1012,center_alpha,2,1,0.8489952718676123,False,9889,6.0,class_2_lv,10415,cine_motion_descriptor_temporal_refiner,1.0531904135908585
Case1012,center_alpha,3,0,0.0,True,806,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1013,center_alpha,1,1,0.6353330002690135,False,10555,5.225757264597927,class_1_myocardium,15466,cine_reference_control_recheck,1.4652771198484131
Case1013,center_alpha,2,1,0.9135999392351221,False,12381,4.213140199723208,class_2_lv,13950,cine_reference_control_recheck,1.126726435667555
Case1013,center_alpha,3,0,0.0,True,7002,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1013,center_alpha,1,2,0.6123849070229284,False,10555,6.0,class_1_myocardium,17140,cine_deformable_or_feature_warp,1.623874940786357
Case1013,center_alpha,2,1,0.9083166899046614,False,12381,4.213140199723208,class_2_lv,14156,cine_deformable_or_feature_warp,1.14336483321218
Case1013,center_alpha,3,0,0.0,True,7002,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1013,center_alpha,1,1,0.6353330002690135,False,10555,5.225757264597927,class_1_myocardium,15466,cine_motion_descriptor_temporal_refiner,1.4652771198484131
Case1013,center_alpha,2,1,0.9135999392351221,False,12381,4.213140199723208,class_2_lv,13950,cine_motion_descriptor_temporal_refiner,1.126726435667555
Case1013,center_alpha,3,0,0.0,True,7002,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1014,center_alpha,1,1,0.6796526411744951,False,8570,6.112726637878133,class_1_myocardium,12273,cine_reference_control_recheck,1.4320886814469078
Case1014,center_alpha,2,1,0.8929644756106958,False,12461,6.0,class_2_lv,13493,cine_reference_control_recheck,1.0828183933873685
Case1014,center_alpha,3,0,0.0,True,2441,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1014,center_alpha,1,2,0.6316788717114185,False,8570,6.112726637878133,class_1_myocardium,13552,cine_deformable_or_feature_warp,1.5813302217036174
Case1014,center_alpha,2,1,0.8840612168719671,False,12461,6.0,class_2_lv,14329,cine_deformable_or_feature_warp,1.1499077120616323
Case1014,center_alpha,3,0,0.0,True,2441,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1014,center_alpha,1,1,0.6796526411744951,False,8570,6.112726637878133,class_1_myocardium,12273,cine_motion_descriptor_temporal_refiner,1.4320886814469078
Case1014,center_alpha,2,1,0.8929644756106958,False,12461,6.0,class_2_lv,13493,cine_motion_descriptor_temporal_refiner,1.0828183933873685
Case1014,center_alpha,3,0,0.0,True,2441,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1015,center_alpha,1,1,0.7899543378995434,False,10983,2.6128786322989637,class_1_myocardium,12669,cine_reference_control_recheck,1.1535099699535647
Case1015,center_alpha,2,1,0.9354519941499664,False,12581,2.6128786322989637,class_2_lv,12718,cine_reference_control_recheck,1.0108894364517924
Case1015,center_alpha,3,0,0.0,True,1964,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1015,center_alpha,1,2,0.7537008882131712,False,10983,3.695168398632058,class_1_myocardium,14011,cine_deformable_or_feature_warp,1.2756988072475643
Case1015,center_alpha,2,1,0.9140671865626875,False,12581,4.213140199723208,class_2_lv,14091,cine_deformable_or_feature_warp,1.1200222557825292
Case1015,center_alpha,3,0,0.0,True,1964,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1015,center_alpha,1,1,0.7899543378995434,False,10983,2.6128786322989637,class_1_myocardium,12669,cine_motion_descriptor_temporal_refiner,1.1535099699535647
Case1015,center_alpha,2,1,0.9354519941499664,False,12581,2.6128786322989637,class_2_lv,12718,cine_motion_descriptor_temporal_refiner,1.0108894364517924
Case1015,center_alpha,3,0,0.0,True,1964,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1016,center_alpha,1,1,0.7499891845122215,False,10072,6.0,class_1_myocardium,13043,cine_reference_control_recheck,1.2949761715647339
Case1016,center_alpha,2,1,0.9133928571428571,False,15576,6.0,class_2_lv,15784,cine_reference_control_recheck,1.0133538777606574
Case1016,center_alpha,3,0,0.0,True,1303,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1016,center_alpha,1,1,0.7238650895140665,False,10072,6.0,class_1_myocardium,14952,cine_deformable_or_feature_warp,1.4845115170770453
Case1016,center_alpha,2,1,0.92332536256638,False,15576,6.0,class_2_lv,16625,cine_deformable_or_feature_warp,1.067347200821777
Case1016,center_alpha,3,0,0.0,True,1303,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1016,center_alpha,1,1,0.7499891845122215,False,10072,6.0,class_1_myocardium,13043,cine_motion_descriptor_temporal_refiner,1.2949761715647339
Case1016,center_alpha,2,1,0.9133928571428571,False,15576,6.0,class_2_lv,15784,cine_motion_descriptor_temporal_refiner,1.0133538777606574
Case1016,center_alpha,3,0,0.0,True,1303,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1017,center_alpha,1,1,0.7932921784509642,False,14324,4.6740593910217285,class_1_myocardium,17102,cine_reference_control_recheck,1.193940240156381
Case1017,center_alpha,2,1,0.9465637450199204,False,20164,3.3050590910601287,class_2_lv,19996,cine_reference_control_recheck,0.9916683197778219
Case1017,center_alpha,3,0,0.0,True,2866,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1017,center_alpha,1,1,0.7263858093126386,False,14324,5.842574238777161,class_1_myocardium,17246,cine_deformable_or_feature_warp,1.2039932979614634
Case1017,center_alpha,2,1,0.9127900170908154,False,20164,4.817910142398186,class_2_lv,22549,cine_deformable_or_feature_warp,1.118280103154136
Case1017,center_alpha,3,0,0.0,True,2866,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1017,center_alpha,1,1,0.7932921784509642,False,14324,4.6740593910217285,class_1_myocardium,17102,cine_motion_descriptor_temporal_refiner,1.193940240156381
Case1017,center_alpha,2,1,0.9465637450199204,False,20164,3.3050590910601287,class_2_lv,19996,cine_motion_descriptor_temporal_refiner,0.9916683197778219
Case1017,center_alpha,3,0,0.0,True,2866,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1019,center_alpha,1,1,0.8287298653287563,False,9205,2.6128786322989637,class_1_myocardium,9730,cine_reference_control_recheck,1.0570342205323193
Case1019,center_alpha,2,1,0.9405910340914051,False,11615,6.0,class_2_lv,11294,cine_reference_control_recheck,0.9723633232888507
Case1019,center_alpha,3,0,0.0,True,738,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1019,center_alpha,1,1,0.7923456420989684,False,9205,3.5055445432662964,class_1_myocardium,10862,cine_deformable_or_feature_warp,1.1800108636610538
Case1019,center_alpha,2,1,0.9404962243797195,False,11615,6.0,class_2_lv,11560,cine_deformable_or_feature_warp,0.995264743865691
Case1019,center_alpha,3,0,0.0,True,738,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1019,center_alpha,1,1,0.8287298653287563,False,9205,2.6128786322989637,class_1_myocardium,9730,cine_motion_descriptor_temporal_refiner,1.0570342205323193
Case1019,center_alpha,2,1,0.9405910340914051,False,11615,6.0,class_2_lv,11294,cine_motion_descriptor_temporal_refiner,0.9723633232888507
Case1019,center_alpha,3,0,0.0,True,738,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1021,center_alpha,1,1,0.7785588029761171,False,11262,2.6128786322989637,class_1_myocardium,13065,cine_reference_control_recheck,1.1600958977091103
Case1021,center_alpha,2,1,0.9306248299628186,False,11419,2.3370296955108643,class_2_lv,10635,cine_reference_control_recheck,0.9313424993431999
Case1021,center_alpha,3,0,0.0,True,2079,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1021,center_alpha,1,4,0.7610022486347575,False,11262,4.213140199723208,class_1_myocardium,13642,cine_deformable_or_feature_warp,1.2113301367430296
Case1021,center_alpha,2,1,0.910836288160512,False,11419,9.635820284796372,class_2_lv,11707,cine_deformable_or_feature_warp,1.025221122690253
Case1021,center_alpha,3,0,0.0,True,2079,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1021,center_alpha,1,1,0.7785588029761171,False,11262,2.6128786322989637,class_1_myocardium,13065,cine_motion_descriptor_temporal_refiner,1.1600958977091103
Case1021,center_alpha,2,1,0.9306248299628186,False,11419,2.3370296955108643,class_2_lv,10635,cine_motion_descriptor_temporal_refiner,0.9313424993431999
Case1021,center_alpha,3,0,0.0,True,2079,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1022,center_alpha,1,1,0.8328235548552538,False,15996,2.6128786322989637,class_1_myocardium,16371,cine_reference_control_recheck,1.02344336084021
Case1022,center_alpha,2,1,0.9314233465406888,False,13210,2.6128786322989637,class_2_lv,13038,cine_reference_control_recheck,0.9869795609386828
Case1022,center_alpha,3,0,0.0,True,1413,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1022,center_alpha,1,1,0.8281113619262603,False,15996,2.6128786322989637,class_1_myocardium,17229,cine_deformable_or_feature_warp,1.0770817704426106
Case1022,center_alpha,2,1,0.9240726358223307,False,13210,2.6128786322989637,class_2_lv,13829,cine_deformable_or_feature_warp,1.0468584405753216
Case1022,center_alpha,3,0,0.0,True,1413,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1022,center_alpha,1,1,0.8328235548552538,False,15996,2.6128786322989637,class_1_myocardium,16371,cine_motion_descriptor_temporal_refiner,1.02344336084021
Case1022,center_alpha,2,1,0.9314233465406888,False,13210,2.6128786322989637,class_2_lv,13038,cine_motion_descriptor_temporal_refiner,0.9869795609386828
Case1022,center_alpha,3,0,0.0,True,1413,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1023,center_alpha,1,1,0.7419435423432426,False,7829,6.439076626170836,class_1_myocardium,8183,cine_reference_control_recheck,1.0452165027462
Case1023,center_alpha,2,1,0.8936606481745173,False,8987,6.0,class_2_lv,8570,cine_reference_control_recheck,0.9535996439301213
Case1023,center_alpha,3,0,0.0,True,356,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1023,center_alpha,1,1,0.7198364008179959,False,7829,6.439076626170836,class_1_myocardium,8797,cine_deformable_or_feature_warp,1.1236428662664453
Case1023,center_alpha,2,1,0.8889635477910297,False,8987,6.0,class_2_lv,8872,cine_deformable_or_feature_warp,0.9872037387337265
Case1023,center_alpha,3,0,0.0,True,356,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1023,center_alpha,1,1,0.7419435423432426,False,7829,6.439076626170836,class_1_myocardium,8183,cine_motion_descriptor_temporal_refiner,1.0452165027462
Case1023,center_alpha,2,1,0.8936606481745173,False,8987,6.0,class_2_lv,8570,cine_motion_descriptor_temporal_refiner,0.9535996439301213
Case1023,center_alpha,3,0,0.0,True,356,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1025,center_alpha,1,7,0.716354022409669,False,10939,6.0,class_1_myocardium,12890,cine_reference_control_recheck,1.1783526830606088
Case1025,center_alpha,2,1,0.8794835007173601,False,13261,6.0,class_2_lv,16013,cine_reference_control_recheck,1.2075258276148104
Case1025,center_alpha,3,0,0.0,True,1645,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1025,center_alpha,1,6,0.6781243711008251,False,10939,6.112726637878133,class_1_myocardium,13906,cine_deformable_or_feature_warp,1.2712313739829966
Case1025,center_alpha,2,1,0.8500932622140777,False,13261,6.112726637878133,class_2_lv,17298,cine_deformable_or_feature_warp,1.3044265138375688
Case1025,center_alpha,3,0,0.0,True,1645,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1025,center_alpha,1,7,0.716354022409669,False,10939,6.0,class_1_myocardium,12890,cine_motion_descriptor_temporal_refiner,1.1783526830606088
Case1025,center_alpha,2,1,0.8794835007173601,False,13261,6.0,class_2_lv,16013,cine_motion_descriptor_temporal_refiner,1.2075258276148104
Case1025,center_alpha,3,0,0.0,True,1645,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1026,center_alpha,1,1,0.5564448188711036,False,9422,6.223411757135294,class_1_myocardium,14318,cine_reference_control_recheck,1.5196348970494586
Case1026,center_alpha,2,1,0.9370330140548369,False,15286,2.6128786322989637,class_2_lv,15095,cine_reference_control_recheck,0.9875049064503467
Case1026,center_alpha,3,0,0.0,True,6966,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1026,center_alpha,1,2,0.5646107178968656,False,9422,6.0,class_1_myocardium,15303,cine_deformable_or_feature_warp,1.6241774570154957
Case1026,center_alpha,2,1,0.9364395719133386,False,15286,2.6128786322989637,class_2_lv,15362,cine_deformable_or_feature_warp,1.0049718696846788
Case1026,center_alpha,3,0,0.0,True,6966,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1026,center_alpha,1,1,0.5564448188711036,False,9422,6.223411757135294,class_1_myocardium,14318,cine_motion_descriptor_temporal_refiner,1.5196348970494586
Case1026,center_alpha,2,1,0.9370330140548369,False,15286,2.6128786322989637,class_2_lv,15095,cine_motion_descriptor_temporal_refiner,0.9875049064503467
Case1026,center_alpha,3,0,0.0,True,6966,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1027,center_alpha,1,4,0.6416812609457093,False,3760,4.213140199723208,class_1_myocardium,4805,cine_reference_control_recheck,1.2779255319148937
Case1027,center_alpha,2,1,0.9081722319859402,False,7371,4.817910142398186,class_2_lv,6285,cine_reference_control_recheck,0.8526658526658527
Case1027,center_alpha,3,0,0.0,True,1186,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1027,center_alpha,1,3,0.6648859667146085,False,3760,3.3050590910601287,class_1_myocardium,5974,cine_deformable_or_feature_warp,1.5888297872340424
Case1027,center_alpha,2,1,0.9389243391066545,False,7371,2.3370296955108643,class_2_lv,6890,cine_deformable_or_feature_warp,0.9347442680776014
Case1027,center_alpha,3,0,0.0,True,1186,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1027,center_alpha,1,4,0.6416812609457093,False,3760,4.213140199723208,class_1_myocardium,4805,cine_motion_descriptor_temporal_refiner,1.2779255319148937
Case1027,center_alpha,2,1,0.9081722319859402,False,7371,4.817910142398186,class_2_lv,6285,cine_motion_descriptor_temporal_refiner,0.8526658526658527
Case1027,center_alpha,3,0,0.0,True,1186,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1028,center_alpha,1,2,0.7905120235563553,False,15836,3.5055445432662964,class_1_myocardium,14729,cine_reference_control_recheck,0.9300959838343016
