case_id,changed_voxels_vs_standard_nnunet,dice_delta_vs_standard_nnunet,help_harm,pathology,seed,variant
Case2002,2702,-0.5376005596362364,harm_or_neutral,edema,20260723,student_moddrop_control
Case2002,1076,-0.5602700096432015,harm_or_neutral,scar,20260723,student_moddrop_control
Case2007,1190,-0.5701357466063348,harm_or_neutral,edema,20260723,student_moddrop_control
Case2007,820,-0.4898728214790391,harm_or_neutral,scar,20260723,student_moddrop_control
Case2008,1171,-0.3485546711353163,harm_or_neutral,edema,20260723,student_moddrop_control
Case2008,1042,-0.7531584062196307,harm_or_neutral,scar,20260723,student_moddrop_control
Case2017,2265,-0.6796246648793566,harm_or_neutral,edema,20260723,student_moddrop_control
Case2017,1230,-0.5470588235294118,harm_or_neutral,scar,20260723,student_moddrop_control
Case2020,950,-0.5630676084762866,harm_or_neutral,edema,20260723,student_moddrop_control
Case2020,173,-0.4196185286103542,harm_or_neutral,scar,20260723,student_moddrop_control
Case2031,195,-0.29880478087649404,harm_or_neutral,edema,20260723,student_moddrop_control
Case2031,858,-0.8013937282229965,harm_or_neutral,scar,20260723,student_moddrop_control
Case2033,1813,-0.523033309709426,harm_or_neutral,edema,20260723,student_moddrop_control
Case2033,1125,-0.7208988764044943,harm_or_neutral,scar,20260723,student_moddrop_control
Case3004,1743,-0.4530451866404715,harm_or_neutral,edema,20260723,student_moddrop_control
Case3004,2742,-0.6247040252565115,harm_or_neutral,scar,20260723,student_moddrop_control
Case3011,1337,-0.26666666666666666,harm_or_neutral,edema,20260723,student_moddrop_control
Case3011,2455,-0.6389535925461387,harm_or_neutral,scar,20260723,student_moddrop_control
Case3012,1930,-0.45068083693125205,harm_or_neutral,edema,20260723,student_moddrop_control
Case3012,2514,-0.8267066766691673,harm_or_neutral,scar,20260723,student_moddrop_control
Case3023,881,-0.16291793313069908,harm_or_neutral,edema,20260723,student_moddrop_control
Case3023,2635,-0.6612691466083152,harm_or_neutral,scar,20260723,student_moddrop_control
Case3026,1402,-0.21919504643962848,harm_or_neutral,edema,20260723,student_moddrop_control
Case3026,3232,-0.8081740276862228,harm_or_neutral,scar,20260723,student_moddrop_control
Case3034,1720,-0.6546035125066525,harm_or_neutral,edema,20260723,student_moddrop_control
Case3034,3545,-0.8293831423638361,harm_or_neutral,scar,20260723,student_moddrop_control
Case3038,4065,-0.16778761061946904,harm_or_neutral,edema,20260723,student_moddrop_control
Case3038,7687,-0.75830144426614,harm_or_neutral,scar,20260723,student_moddrop_control
Case3040,1402,-0.24913093858632676,harm_or_neutral,edema,20260723,student_moddrop_control
Case3040,2280,-0.8691367757193535,harm_or_neutral,scar,20260723,student_moddrop_control
Case3044,1892,-0.16612529002320187,harm_or_neutral,edema,20260723,student_moddrop_control
Case3044,4022,-0.7844537386514332,harm_or_neutral,scar,20260723,student_moddrop_control
Case5005,0,,identity,edema,20260723,student_moddrop_control
Case5005,2641,-0.5725747629467542,harm_or_neutral,scar,20260723,student_moddrop_control
Case6001,0,,identity,edema,20260723,student_moddrop_control
Case6001,1298,-0.44598337950138506,harm_or_neutral,scar,20260723,student_moddrop_control
Case6010,0,,identity,edema,20260723,student_moddrop_control
Case6010,938,-0.49259110933119743,harm_or_neutral,scar,20260723,student_moddrop_control
Case7005,0,,identity,edema,20260723,student_moddrop_control
Case7005,35,,harm_or_neutral,scar,20260723,student_moddrop_control
Case8003,0,,identity,edema,20260723,student_moddrop_control
Case8003,2045,-0.7172976649285876,harm_or_neutral,scar,20260723,student_moddrop_control
Case8011,0,,identity,edema,20260723,student_moddrop_control
Case8011,135,-0.22406639004149378,harm_or_neutral,scar,20260723,student_moddrop_control
Case8015,0,,identity,edema,20260723,student_moddrop_control
Case8015,1096,-0.46925795053003533,harm_or_neutral,scar,20260723,student_moddrop_control
Case8019,0,,identity,edema,20260723,student_moddrop_control
Case8019,665,-0.6588021778584392,harm_or_neutral,scar,20260723,student_moddrop_control
Case8021,0,,identity,edema,20260723,student_moddrop_control
Case8021,0,0.0,identity,scar,20260723,student_moddrop_control
Case8022,0,,identity,edema,20260723,student_moddrop_control
Case8022,1231,-0.6748560460652591,harm_or_neutral,scar,20260723,student_moddrop_control
Case8023,0,,identity,edema,20260723,student_moddrop_control
Case8023,1162,-0.45514445007602633,harm_or_neutral,scar,20260723,student_moddrop_control
